ticker,company_name,exchange,industry,sub_industry,market_cap_bil,shares_outstanding_mil,current_price,eps,pe,pb,ps,roe,roa,roic,updated_at
DCM,Công ty Cổ phần Phân bón Dầu khí Cà Mau,HO,,,363470.0,3708.9,99200.0,5533.0,17.7,3.5,21.85506124357463,20.599999999999998,1.6,12.511223283089128,2021-09-29 08:32:00
